      1 5	l'	org product geoloc person O
      1 1	Bosnie	geoloc
      1 1	Boris	person
      1 1	bordure	O
      1 1	bords	O
      1 1	bord	O
      1 1	boom	O
      1 1	book	O
      1 1	bonus	O
      1 1	bonsoir	O
      1 1	bons	O
      1 1	bon	O
      1 1	bonnes	O
      1 1	bonne	O
      1 1	bonjour	O
      1 1	Boniface	person
      1 1	bonheur	O
      1 1	Bongo	person
      1 1	bombes	O
      1 1	bombe	O
      1 1	bombardiers	O
      1 1	bombardé	O
      1 1	bombardements	O
      1 1	Bolivie	geoloc
      1 1	Bolbec	geoloc
      1 1	bois	O
      1 1	Boisbouvier	person
      1 1	bof	O
      1 1	Bob	person
      1 1	Bobigny	geoloc
      1 1	B	O
      1 1	BNP	org
      1 1	BNF	org
      1 1	bloqué	O
      1 1	bloque	O
      1 1	bloquent	O
      1 1	bloquaient	O
      1 1	blocus	O
      1 1	blocage	O
      1 1	blindés	O
      1 1	bleus	O
      1 1	Bleu	org
      1 1	blessés	O
      1 1	blessé	O
      1 1	blessées	O
      1 1	blé	O
      1 1	blancs	O
      1 1	blanc	O
      1 1	blanches	O
      1 1	Blanche	org
      1 1	blanche	O
      1 1	Blake	person
      1 1	Blair	person
      1 1	billet	O
      1 1	Bill_Clinton	person
      1 1	Billaud	person
      1 1	bilatérales	O
      1 1	bilatérale	O
      1 1	bilan	O
      1 1	bijoux	O
      1 1	bienvenu	O
      1 1	bienvenue	O
      1 1	bientôt	O
      1 1	bien_sûr	O
      1 1	biens	O
      1 1	bien_qu'	O
      1 1	bien_que	O
      1 1	bien_plus	O
      1 1	bien	O
      1 1	Biennale	org
      1 1	bienfaiteurs	O
      1 1	bien_être	O
      1 1	bien_entendu	O
      1 1	bien_dire	O
      1 1	bibliothèques	O
      1 1	Biaou	person
      1 1	biais	O
      1 1	Beyrouth	geoloc
      1 1	Bethléem	geoloc
      1 1	bêtement	O
      1 1	besoins	O
      1 1	besoin	O
      1 1	Bertrand	person
      1 1	Berthiaume	person
      1 1	Bernard	person
      1 1	Berlinois	O
      1 1	Berling	person
      1 1	béret	O
      1 1	bé	O
      1 1	Benyamin	person
      1 1	Bensimon	person
      1 1	Ben	person
      1 1	Benoît	person
      1 1	ben	O
      1 1	Bennani	person
      1 1	Benjamin	person
      1 1	bénie	O
      1 1	bénévoles	O
      1 1	bénéfique	O
      1 1	bénéficier	O
      1 1	bénéficié	O
      1 1	bénéficie	O
      1 1	bénéficiaire	O
      1 1	bénéfices	O
      1 1	Benacquista	person
      1 1	bel	O
      1 1	Belmokhtar	person
      1 1	belligérants	O
      1 1	belles	O
      1 1	belle	O
      1 1	Belkhoutout	person
      1 1	Belgrade	geoloc
      1 1	Belges	O
      1 1	belges	O
      1 1	belge	O
      1 1	bel_et_bien	O
      1 1	Beit_Hanoun	geoloc
      1 1	beaux	O
      1 1	beau	O
      1 1	Beaudonnet	person
      1 1	beaucoup_plus	O
      1 1	beaucoup	O
      1 1	beaucoup_moins_que	O
      1 1	Béatrice	person
      1 1	béarnais	O
      1 1	BD	O
      1 1	BCE	org
      1 1	BBC	org
      1 1	Bayrou	person
      1 1	Bayonne	geoloc
      1 1	Bayeu	person
      1 1	bavure	O
      1 1	Baudelot	person
      1 1	battus	O
      1 1	battu	O
      1 1	battre	O
      1 1	battant	O
      1 1	bat	O
      1 1	bâtir	O
      1 1	bâtiments	O
      1 1	bâtiment	O
      1 1	Batel	person
      1 1	bateau	O
      1 1	bataillons	O
      1 1	bataille	O
      1 1	Bastion	person
      1 1	Bastia	geoloc
      1 1	Bassin	geoloc
      1 1	basses	O
      1 1	basse	O
      1 1	basque	O
      1 1	Basque	geoloc
      1 1	bas	O
      1 1	bases	O
      1 1	base	O
      1 1	basée	O
      1 1	basculer	O
      1 1	basculé	O
      1 1	bascule	O
      1 1	Barzan	person
      1 1	Barreyre	person
      1 1	Barre	person
      1 1	barre	O
      1 1	barrages	O
      1 1	barrage	O
      1 1	baril	O
      1 1	Barenboïm	person
      1 1	Barclay	org
      1 1	Barcelone	geoloc
      1 1	barbecue	O
      1 1	Barak	person
      1 1	baptisé	O
      1 1	ba	O
      1 1	banquiers	O
      1 1	banques	O
      1 1	banlieue	O
      1 1	bandits	O
      1 1	bandes	O
      1 1	bancs	O
      1 1	bancaires	O
      1 1	banal	O
      1 1	Bamako	geoloc
      1 1	bal	O
      1 1	balles	O
      1 1	balle	O
      1 1	baisses	O
      1 1	baisseront	O
      1 1	baisser	O
      1 1	baissé	O
      1 1	baisse	O
      1 1	bain	O
      1 1	baie	O
      1 1	Bagdadis	O
      1 1	bafoués	O
      1 1	Baer	person
      1 1	Badinter	person
      1 1	bactérie	O
      1 1	bac	O
      1 1	Bachelot	person
      1 1	baby	O
      1 1	B2	product
      1 1	Azziman	person
      1 1	Aznavour	person
      1 1	Aznar	person
      1 1	Aziz	person
      1 1	Aynaoui	person
      1 1	ayant	O
      1 1	axe	O
      1 1	avril	O
      1 1	avoue	O
      1 1	avortement	O
      1 1	avons	O
      1 1	avoisinant	O
      1 1	avoir	O
      1 1	avocats	O
      1 1	avocat	O
      1 1	avis	O
      1 1	avions	O
      1 1	avion	O
      1 1	avionneur	O
      1 1	aviez	O
      1 1	aviation	O
      1 1	aviaire	O
      1 1	avez	O
      1 1	avertissement	O
      1 1	averses	O
      1 1	avéré	O
      1 1	aventure	O
      1 1	avenir	O
      1 1	avec	O
      1 1	avant_qu'	O
      1 1	avant_que	O
      1 1	avant	O
      1 1	avant_hier	O
      1 1	avant_goût	O
      1 1	avant_d'	O
      1 1	avant_dernière	O
      1 1	avant_de	O
      1 1	avantages	O
      1 1	avantage	O
      1 1	avancés	O
      1 1	avancer	O
      1 1	avancé	O
      1 1	avance	O
      1 1	avancées	O
      1 1	avancée	O
      1 1	aval	O
      1 1	avait	O
      1 1	avais	O
      1 1	avaient	O
      1 1	aux_environs_de	O
      1 1	aux_côtés_des	O
      1 1	Auvergne	geoloc
      1 1	autrichiens	O
      1 1	autre_part	O
      1 1	autre	O
      1 1	autour_du	O
      1 1	autour_d'	O
      1 1	autour_des	O
      1 1	autour_de	O
      1 1	au_total	O
      1 1	autoroutes	O
      1 1	autorités	O
      1 1	autorité	O
      1 1	autorisés	O
      1 1	autorisé	O
      1 1	autorise	O
      1 1	autorisation	O
      1 1	autopsie	O
      1 1	autonomie	O
      1 1	automobilistes	O
      1 1	automobiles	org
      1 1	automobile	O
      1 1	aut	O
      1 1	auteurs	O
      1 1	auteur	O
      1 1	au_terme_d'	O
      1 1	autant	O
      1 1	australien	O
      1 1	austérité	O
      1 1	aussitôt	O
      1 1	aussi	O
      1 1	au_sein_du	O
      1 1	au_sein_de	O
      1 1	auront	O
      1 1	aurons	O
      1 1	aurions	O
      1 1	auriez	O
      1 1	au_revoir	O
      1 1	aura	O
      1 1	aurait	O
      1 1	aurais	O
      1 1	auraient	O
      1 1	auquel	O
      1 1	auprès_du	O
      1 1	auprès_des	O
      1 1	auprès_de	O
      1 1	au_plus_tard	O
      1 1	au_plus	O
      1 1	au_passage	O
      1 1	auparavant	O
      1 1	au_niveau_du	O
      1 1	au_niveau_des	O
      1 1	au_niveau_de	O
      1 1	au_moment_où	O
      1 1	au_moment_de	O
      1 1	au_moins	O
      1 1	au_milieu_d'	O
      1 1	au_mieux	O
      1 1	au_lieu_de	O
      1 1	Aujourd'hui	org
      1 1	aujourd'hui	O
      1 1	augmenter	O
      1 1	augmenté	O
      1 1	augmente	O
      1 1	augmentation	O
      1 1	au_fond	O
      1 1	Audouin	person
      1 1	auditeurs	O
      1 1	audience	O
      1 1	au_dessus	O
      1 1	au_dessus_du	O
      1 1	au_dessus_de	O
      1 1	au_dépend_de	O
      1 1	au_départ	O
      1 1	au_départ_de	O
      1 1	au_delà	O
      1 1	au_delà_des	O
      1 1	au_delà_de	O
      1 1	au_début	O
      1 1	au_début_du	O
      1 1	au_début_des	O
      1 1	au_début_de	O
      1 1	aucun	O
      1 1	aucune	O
      1 1	au_cours_duquel	O
      1 1	au_cours_du	O
      1 1	au_cours_d'	O
      1 1	au_cours_des	O
      1 1	au_cours_de	O
      1 1	au_cours_de_laquelle	O
      1 1	au_courant	O
      1 1	au_courant_de	O
      1 1	au_contraire	O
      1 1	Aubry	person
      1 1	aube	O
      1 1	atypique	O
      1 1	attribution	O
      1 1	attribuer	O
      1 1	attribué	O
      1 1	attribuée	O
      1 1	attitude	O
      1 1	atténuée	O
      1 1	attention	O
      1 1	attente	O
      1 1	attentats	O
      1 1	attentat	O
      1 1	attendus	O
      1 1	attendu	O
      1 1	attendue	O
      1 1	attendre	O
      1 1	attendons	O
      1 1	attend	O
      1 1	attendez	O
      1 1	attendent	O
      1 1	attendait	O
      1 1	attendaient	O
      1 1	atteints	O
      1 1	atteint	O
      1 1	atteintes	O
      1 1	atteinte	O
      1 1	atteindront	O
      1 1	atteindre	O
      1 1	attaques	O
      1 1	attaquer	O
      1 1	attaqué	O
      1 1	attaque	O
      1 1	attaquent	O
      1 1	attaquées	O
      1 1	attaquée	O
      1 1	attaquants	O
      1 1	attaquant	O
      1 1	à_travers	O
      1 1	à_tout_prix	O
      1 1	atout	O
      1 1	atomique	org
      1 1	atmosphère	O
      1 1	Atlas	geoloc
      1 1	Atlantique	geoloc
      1 1	athlétisme	O
      1 1	athlètes	O
      1 1	Athènes	geoloc
      1 1	Athénée	geoloc
      1 1	à_terme	O
      1 1	ateliers	O
      1 1	atelier	O
      1 1	Atatürk	person
      1 1	assureurs	O
      1 1	assurés	O
      1 1	assurer	O
      1 1	assuré	O
      1 1	assure	O
      1 1	assurent	O
      1 1	assurément	O
      1 1	assurance	O
      1 1	assumer	O
      1 1	associés	O
      1 1	associer	O
      1 1	associant	O
      1 1	assister	O
      1 1	assisté	O
      1 1	assistantes	O
      1 1	assistante	O
      1 1	assises	O
      1 1	Assise	product
      1 1	assimile	O
      1 1	assez	O
      1 1	assemblées	O
      1 1	Assedic	org
      1 1	assaut	O
      1 1	assassiné	O
      1 1	assassinat	O
      1 1	Aspe	person
      1 1	aspects	O
      1 1	aspect	O
      1 1	as	O
      1 1	asile	O
      1 1	Asie	geoloc
      1 1	asiatique	O
      1 1	à_savoir_que	O
      1 1	à_savoir	O
      1 1	Arusha	geoloc
      1 1	arts	O
      1 1	artistique	O
      1 1	artistes	O
      1 1	artiste	O
      1 1	articulé	O
      1 1	artérielle	O
      1 1	arrondissements	O
      1 1	arrivez	O
      1 1	arrivés	O
      1 1	arriver	O
      1 1	arrivera	O
      1 1	arrivé	O
      1 1	arrive	O
      1 1	arrivent	O
      1 1	arrivée	O
      1 1	arriérés	O
      1 1	arrêt	O
      1 1	arrêtés	O
      1 1	arrêter	O
      1 1	arrêtera	O
      1 1	arrêté	O
      1 1	arrête	O
      1 1	arrêtait	O
      1 1	arrestations	O
      1 1	arrestation	O
      1 1	arranger	O
      1 1	Armstrong	person
      1 1	armés	O
      1 1	armes	O
      1 1	arme	O
      1 1	armées	O
      1 1	armée	O
      1 1	armateurs	O
      1 1	Arman	person
      1 1	Ariel	person
      1 1	Ariane	person
      1 1	arguments	O
      1 1	argument	O
      1 1	argent	O
      1 1	Argentin	O
      1 1	Ardennes	geoloc
      1 1	Arc	person
      1 1	archives	O
      1 1	architecte	O
      1 1	archéologiques	O
      1 1	arbustes	O
      1 1	arbitre	O
      1 1	arbitrage	O
      1 1	Aragon	person
      1 1	Arafat	person
      1 1	Arad	person
      1 1	Arabia	product
      1 1	aquarelle	O
      1 1	Aquaplaning	org
      1 1	à_propos	O
      1 1	à_propos_du	O
      1 1	à_propos_des	O
      1 1	à_propos_de	O
      1 1	a_priori	O
      1 1	après_que	O
      1 1	après_midi	O
      1 1	après_guerre	O
      1 1	à_présent	O
      1 1	à_près_de	O
      1 1	appuyés	O
      1 1	appuyer	O
      1 1	appuyé	O
      1 1	appuyant	O
      1 1	appui	O
      1 1	appuiera	O
      1 1	appuie	O
      1 1	appuient	O
      1 1	approuver	O
      1 1	approuvé	O
      1 1	approchons	O
      1 1	approcheront	O
      1 1	approcher	O
      1 1	approche	O
      1 1	approbation	O
      1 1	appris	O
      1 1	apprête	O
      1 1	apprêtent	O
      1 1	apprendre	O
      1 1	apprend	O
      1 1	apprenant	O
      1 1	appréhendées	O
      1 1	apprécier	O
      1 1	apprécié	O
      1 1	apprécient	O
      1 1	apporter	O
      1 1	apporté	O
      1 1	apporte	O
      1 1	apportent	O
      1 1	apportée	O
      1 1	appliquer	O
      1 1	appliqué	O
      1 1	applique	O
      1 1	application	O
      1 1	appels	O
      1 1	appelle	O
      1 1	appellent	O
      1 1	appeler	O
      1 1	appelé	O
      1 1	appelant	O
      1 1	appelait	O
      1 1	apparu	O
      1 1	appartient	O
      1 1	appartiennent	O
      1 1	appartenant	O
      1 1	appartements	O
      1 1	appartement	O
      1 1	apparente	O
      1 1	apparemment	O
      1 1	appareils	O
      1 1	appareil	O
      1 1	apparaître	O
      1 1	apparaît	O
      1 1	apothéose	O
      1 1	à_peu_près	O
      1 1	à_perpétuité	O
      1 1	aperçu	O
      1 1	aperçoit	O
      1 1	à_peine	O
      1 1	à_part	O
      1 1	à_partir_du	O
      1 1	à_partir_d'	O
      1 1	à_partir_des	O
      1 1	à_partir_de	O
      1 1	apaiser	O
      1 1	août	O
      1 1	a	O
      1 1	Antonia	product
      1 1	antieuropéens	O
      1 1	antidouleur	O
      1 1	antichar	O
      1 1	antiaméricain	O
      1 1	antennes	O
      1 1	antenne	O
      1 1	ans	O
      1 1	à_nouveau	O
      1 1	anonymes	O
      1 1	an	O
      1 1	annulé	O
      1 1	annule	O
      1 1	annulée	O
      1 1	annulation	O
      1 1	annoncer	O
      1 1	annoncé	O
      1 1	annonce	O
      1 1	annoncent	O
      1 1	annoncées	O
      1 1	annoncée	O
      1 1	annonçait	O
      1 1	anniversaire	O
      1 1	Anne_Marie	person
      1 1	année	O
      1 1	Anna	person
      1 1	animé	O
      1 1	animée	O
      1 1	animation	O
      1 1	animal	O
      1 1	anicao	O
      1 1	Angoulême	geoloc
      1 1	angoisse	O
      1 1	anglophone	O
      1 1	angle	O
      1 1	Anglais	O
      1 1	anglais	O
      1 1	Ange	person
      1 1	anesthésie	O
      1 1	anecdote	O
      1 1	André	person
      1 1	anciens	O
      1 1	ancien	O
      1 1	ancienne	O
      1 1	ancêtres	O
      1 1	Anatolie	geoloc
      1 1	analyses	O
      1 1	analyser	O
      1 1	analyse	O
      1 1	amusant	O
      1 1	Amsterdam	geoloc
      1 1	Amr	person
      1 1	ampleur	O
      1 1	amour	O
      1 1	amoureux	O
      1 1	amorce	O
      1 1	à_mon_avis	O
      1 1	à_moins_d'	O
      1 1	à_moins_de	O
      1 1	Amnesty	org
      1 1	Amnesty_International	org
      1 1	Amman	geoloc
      1 1	amitié	O
      1 1	ami	O
      1 1	Amina	person
      1 1	Amidou	person
      1 1	amicaux	O
      1 1	amical	O
      1 1	amiable	O
      1 1	à_mesure_que	O
      1 1	amer	O
      1 1	américano	O
      1 1	Américains	O
      1 1	américains	O
      1 1	Américain	O
      1 1	américain	O
      1 1	américaines	O
      1 1	âme	O
      1 1	amenés	O
      1 1	amener	O
      1 1	amende	O
      1 1	amendement	O
      1 1	aménagement	O
      1 1	à_même_de	O
      1 1	améliorer	O
      1 1	amélioration	O
      1 1	ambition	O
      1 1	ambiguïté	O
      1 1	ambiance	O
      1 1	ambassadeurs	O
      1 1	ambassadeur	O
      1 1	amateur	O
      1 1	amarrage	O
      1 1	Amar	person
      1 1	Amal	person
      1 1	Alvarez	person
      1 1	altitude	O
      1 1	altesse	O
      1 1	alternée	O
      1 1	alternative	O
      1 1	altéreront	O
      1 1	Alstom	org
      1 1	ALS	org
      1 1	Alsace	geoloc
      1 1	Alphonse	person
      1 1	Alpes	geoloc
      1 1	alourdit	O
      1 1	alors_qu'	O
      1 1	alors_que	O
      1 1	alors	O
      1 1	alors_même_que	O
      1 1	à_l'origine	O
      1 1	à_l'occasion_de	O
      1 1	al	O
      1 1	allusion	O
      1 1	allumer	O
      1 1	allons	O
      1 1	allocations	O
      1 1	Alliot_Marie	person
      1 1	alliés	O
      1 1	allié	O
      1 1	alliant	O
      1 1	alliances	O
      1 1	Alliance	org
      1 1	alliance	O
      1 1	allez	O
      1 1	allés	O
      1 1	aller	O
      1 1	allé	O
      1 1	Allemands	O
      1 1	allemands	O
      1 1	allemand	O
      1 1	allemandes	O
      1 1	allemande	O
      1 1	Allègre	person
      1 1	allégement	O
      1 1	allée	O
      1 1	allant	O
      1 1	allait	O
      1 1	allaient	O
      1 1	Alix	person
      1 1	Alitalia	org
      1 1	à_l'issue_du	O
      1 1	à_l'issue_d'	O
      1 1	à_l'issue_des	O
      1 1	à_l'issue_de	O
      1 1	Alison	person
      1 1	Ali	person
      1 1	à_l'intérieur_de	O
      1 1	alimentaire	O
      1 1	alias	O
      1 1	à_l'heure_actuelle	O
      1 1	Algroup	org
      1 1	algérien	O
      1 1	algérienne	O
      1 1	Alex	person
      1 1	Alexis	person
      1 1	à_l'exception_du	O
      1 1	Alexandrie	geoloc
      1 1	alerté	O
      1 1	alerte	O
      1 1	à_l'époque	O
      1 1	alentours	O
      1 1	alentour	O
      1 1	à_l'encontre_des	O
      1 1	à_l'encontre_de	O
      1 1	à_l'égard_des	O
      1 1	à_l'égard_de	O
      1 1	aléatoire	O
      1 1	Alcatel	org
      1 1	Alcan	org
      1 1	albums	O
      1 1	album	O
      1 1	Albert	person
      1 1	Alberto	person
      1 1	albanophones	O
      1 1	albanophone	O
      1 1	Albanais	O
      1 1	à_la_suite_d'	O
      1 1	à_la_suite_des	O
      1 1	à_la_suite_de	O
      1 1	alarme	O
      1 1	à_laquelle	O
      1 1	Alan	person
      1 1	à_la_moitié_du	O
      1 1	Alain_Rey	person
      1 1	Alain	person
      1 1	à_la_fois	O
      1 1	à_la_fin	O
      1 1	à_la_fin_des	O
      1 1	à_la_fin_de	O
      1 1	à_la_faveur_de	O
      1 1	à_l'abri_de	O
      1 1	AKP	org
      1 1	ajustement	O
      1 1	ajouter	O
      1 1	ajouté	O
      1 1	ajoute	O
      1 1	ajoutent	O
      1 1	ajoutée	O
      1 1	ajoutant	O
      1 1	Ajaccio	geoloc
      1 1	ait	O
      1 1	airs	O
      1 1	Air	org
      1 1	air	O
      1 1	Air_France	org
      1 1	ai	O
      1 1	ainsi_qu'	O
      1 1	ainsi_que	O
      1 1	ainsi	O
      1 1	aimerait	O
      1 1	aimerais	O
      1 1	aime	O
      1 1	ailleurs	O
      1 1	aie	O
      1 1	aient	O
      1 1	AIEA	org
      1 1	aides	O
      1 1	aider	O
      1 1	aidant	O
      1 1	ah	O
      1 1	agriculture	O
      1 1	agriculteurs	O
      1 1	Agricole	org
      1 1	agricole	O
      1 1	agression	O
      1 1	agréable	O
      1 1	agrandi	O
      1 1	agit	O
      1 1	agité	O
      1 1	agite	O
      1 1	agitée	O
      1 1	agisse	O
      1 1	agissant	O
      1 1	agissait	O
      1 1	agir	O
      1 1	agglomérations	O
      1 1	agglomération	O
      1 1	âgés	O
      1 1	âgé	O
      1 1	âge	O
      1 1	agents	O
      1 1	agenda	O
      1 1	agences	O
      1 1	agence	O
      1 1	âgées	O
      1 1	à_gauche	O
      1 1	Agassi	person
      1 1	Africains	O
      1 1	africains	O
      1 1	africain	O
      1 1	africaines	O
      1 1	afin_qu'	O
      1 1	afin_que	O
      1 1	afin_d'	O
      1 1	afin_de	O
      1 1	Afghanistan	geoloc
      1 1	affronter	O
      1 1	affrontera	O
      1 1	affrontent	O
      1 1	affrontements	O
      1 1	affrontement	O
      1 1	affirmer	O
      1 1	affirmé	O
      1 1	affirme	O
      1 1	affirment	O
      1 1	affirmation	O
      1 1	affirmant	O
